Unnið 25/02/2015,Íbúðaverð í fjölbýli - ársmeðaltöl,,,,,,,,
ár,fjöldi ,meðal-,meðal-,meðal-,meðal kaupv.,meðal staðgr.v.,,,
,í úrtaki,flatarmál (m²),kaupverð (þús.kr.),staðgr.verð (þús.kr.),pr. ferm. (kr./m²),pr. ferm. (kr./m²),,,
"Innan Hringbrautar og Snorrrabrautar, Reykjavík",,,,,,,,,
,,,,,,,,,
2000.0,23.0,101.0,10834.0,10144.0,107813.0,100842.0,,,
2001.0,22.0,97.0,11395.0,10318.0,117814.0,106695.0,,,
2002.0,24.0,88.0,10724.0,9835.0,122435.0,112292.0,,,
2003.0,38.0,98.0,12508.0,12334.0,129674.0,128014.0,,,
2004.0,59.0,91.0,13374.0,13279.0,148215.0,147281.0,,,
2005.0,50.0,99.0,19240.0,19114.0,195185.0,193947.0,,,
2006.0,31.0,96.0,20518.0,20330.0,215387.0,213576.0,,,
2007.0,44.0,100.0,23157.0,22534.0,234996.0,228799.0,,,
2008.0,17.0,90.0,22813.0,22059.0,255630.0,246694.0,,,
2009.0,12.0,91.0,21121.0,19866.0,232398.0,218866.0,,,
2010.0,15.0,92.0,21072.0,20033.0,229826.0,218651.0,,,
2011.0,23.0,94.0,20959.0,19992.0,224008.0,214102.0,,,
2012.0,23.0,101.0,22985.0,22353.0,230964.0,223985.0,,,
2013.0,22.0,95.0,24261.0,23584.0,255982.0,249256.0,,,
2014.0,26.0,98.0,27358.0,27055.0,284334.0,281403.0,,,
,,,,,,,,,
"Engi, Reykjavík",,,,,,,,,
,,,,,,,,,
1993.0,4.0,114.0,7763.0,7279.0,67932.0,63697.0,,,
1994.0,5.0,107.0,6900.0,6496.0,70946.0,67612.0,,,
1995.0,30.0,94.0,7207.0,6681.0,78442.0,72822.0,,,
1996.0,29.0,112.0,7971.0,7353.0,72924.0,67310.0,,,
1997.0,58.0,92.0,7332.0,6815.0,81167.0,75463.0,,,
1998.0,45.0,92.0,7434.0,7218.0,82728.0,80315.0,,,
1999.0,51.0,100.0,8735.0,8708.0,88972.0,88669.0,,,
2000.0,61.0,94.0,9784.0,9134.0,105536.0,98279.0,,,
2001.0,71.0,95.0,10810.0,9997.0,115166.0,106428.0,,,
2002.0,69.0,95.0,11120.0,10302.0,119643.0,110721.0,,,
2003.0,79.0,95.0,11378.0,11210.0,122656.0,120823.0,,,
2004.0,90.0,100.0,13832.0,13782.0,142620.0,142192.0,,,
2005.0,94.0,98.0,17769.0,17625.0,183588.0,182255.0,,,
2006.0,58.0,90.0,18248.0,17938.0,204698.0,201537.0,,,
2007.0,77.0,99.0,22564.0,22075.0,231227.0,226047.0,,,
2008.0,30.0,102.0,24197.0,23107.0,240219.0,229450.0,,,
2009.0,8.0,114.0,24488.0,22926.0,217462.0,203568.0,,,
2010.0,28.0,105.0,21431.0,20646.0,208636.0,200620.0,,,
2011.0,45.0,100.0,21447.0,20639.0,218830.0,210646.0,,,
2012.0,32.0,94.0,21163.0,20437.0,229580.0,222549.0,,,
2013.0,53.0,100.0,23552.0,23048.0,237127.0,232088.0,,,
2014.0,53.0,100.0,25784.0,25265.0,266728.0,261424.0,,,
,,,,,,,,,
"Víkur, Reykjavík",,,,,,,,,
,,,,,,,,,
1996.0,13.0,144.0,11262.0,10615.0,84294.0,78091.0,,,
1997.0,28.0,99.0,7617.0,7052.0,78009.0,72162.0,,,
1998.0,48.0,102.0,8174.0,7879.0,80949.0,78006.0,,,
1999.0,59.0,106.0,9261.0,9224.0,88429.0,88013.0,,,
2000.0,55.0,113.0,11636.0,10870.0,104654.0,97875.0,,,
2001.0,80.0,114.0,12684.0,11624.0,112939.0,103445.0,,,
2002.0,64.0,121.0,13786.0,12647.0,116891.0,107080.0,,,
2003.0,43.0,106.0,13866.0,13600.0,132596.0,130079.0,,,
2004.0,46.0,108.0,15649.0,15570.0,147435.0,146746.0,,,
2005.0,41.0,115.0,21912.0,21729.0,193747.0,192262.0,,,
2006.0,42.0,116.0,25020.0,24527.0,217638.0,213543.0,,,
2007.0,56.0,113.0,26204.0,25627.0,233219.0,228031.0,,,
2008.0,14.0,99.0,24443.0,23630.0,249390.0,240857.0,,,
2009.0,10.0,100.0,24180.0,22285.0,246017.0,226652.0,,,
2010.0,21.0,108.0,23751.0,22613.0,221871.0,211450.0,,,
2011.0,18.0,118.0,24564.0,23696.0,210976.0,203600.0,,,
2012.0,34.0,116.0,26021.0,25282.0,226943.0,220713.0,,,
2013.0,29.0,111.0,26485.0,25827.0,243068.0,236524.0,,,
2014.0,29.0,118.0,30466.0,30227.0,264657.0,262704.0,,,
,,,,,,,,,
"Rimar, Reykjavík",,,,,,,,,
,,,,,,,,,
1993.0,8.0,88.0,6948.0,6292.0,81436.0,73595.0,,,
1994.0,63.0,99.0,7258.0,6977.0,74451.0,71375.0,,,
1995.0,76.0,101.0,7375.0,6819.0,75072.0,69469.0,,,
1996.0,70.0,100.0,7271.0,6750.0,75484.0,70077.0,,,
1997.0,65.0,97.0,7150.0,6719.0,76697.0,71948.0,,,
1998.0,105.0,96.0,7254.0,7133.0,78319.0,77007.0,,,
1999.0,169.0,100.0,8508.0,8482.0,87070.0,86817.0,,,
2000.0,104.0,102.0,10014.0,9458.0,101216.0,95618.0,,,
2001.0,107.0,100.0,10891.0,10115.0,111601.0,103635.0,,,
2002.0,119.0,101.0,11536.0,10691.0,117036.0,108332.0,,,
2003.0,164.0,94.0,11678.0,11512.0,126979.0,125143.0,,,
2004.0,160.0,95.0,13282.0,13236.0,142800.0,142332.0,,,
2005.0,257.0,104.0,19609.0,19285.0,190766.0,187868.0,,,
2006.0,126.0,97.0,19890.0,19589.0,208169.0,205301.0,,,
2007.0,180.0,98.0,22595.0,21972.0,234447.0,228025.0,,,
2008.0,51.0,99.0,23487.0,22279.0,240310.0,229317.0,,,
2009.0,20.0,97.0,22492.0,21193.0,233497.0,220471.0,,,
2010.0,41.0,100.0,20315.0,19669.0,207741.0,200595.0,,,
2011.0,64.0,92.0,20136.0,19462.0,222941.0,215720.0,,,
2012.0,71.0,95.0,21968.0,21304.0,233530.0,226380.0,,,
2013.0,95.0,99.0,24145.0,23585.0,248756.0,242756.0,,,
2014.0,69.0,94.0,25601.0,25090.0,278553.0,273649.0,,,
,,,,,,,,,
"Grafarholt, Reykjavík",,,,,,,,,
,,,,,,,,,
2001.0,43.0,118.0,14203.0,13013.0,122808.0,112378.0,,,
2002.0,55.0,125.0,15025.0,13860.0,121668.0,112142.0,,,
2003.0,235.0,124.0,15719.0,15484.0,127743.0,125822.0,,,
2004.0,495.0,116.0,16478.0,16352.0,144526.0,143391.0,,,
2005.0,189.0,115.0,20648.0,20482.0,182288.0,180895.0,,,
2006.0,119.0,110.0,24302.0,23871.0,224645.0,220597.0,,,
2007.0,183.0,109.0,26703.0,25885.0,246999.0,239304.0,,,
2008.0,52.0,108.0,26902.0,25598.0,254237.0,242064.0,,,
2009.0,23.0,120.0,26211.0,24525.0,220364.0,205657.0,,,
2010.0,41.0,109.0,23294.0,22160.0,218505.0,207780.0,,,
2011.0,90.0,107.0,24287.0,23408.0,230496.0,221825.0,,,
2012.0,72.0,110.0,26434.0,25660.0,243654.0,236527.0,,,
2013.0,78.0,113.0,28643.0,27908.0,256831.0,250067.0,,,
2014.0,108.0,110.0,29963.0,29316.0,276898.0,270219.0,,,
,,,,,,,,,
"Lindir, Kópavogur",,,,,,,,,
,,,,,,,,,
1995.0,9.0,119.0,7870.0,7304.0,68499.0,63509.0,,,
1996.0,12.0,96.0,8004.0,7409.0,84319.0,78171.0,,,
1997.0,54.0,103.0,8393.0,7779.0,82789.0,76751.0,,,
1998.0,43.0,118.0,9320.0,8996.0,80742.0,78057.0,,,
1999.0,107.0,111.0,10269.0,10175.0,94298.0,93450.0,,,
2000.0,89.0,105.0,12322.0,11632.0,119350.0,112498.0,,,
2001.0,67.0,110.0,13804.0,12797.0,128161.0,118805.0,,,
2002.0,69.0,107.0,14159.0,13176.0,135076.0,125623.0,,,
2003.0,66.0,110.0,15157.0,14908.0,140621.0,138350.0,,,
2004.0,82.0,112.0,17637.0,17502.0,160810.0,159761.0,,,
2005.0,78.0,110.0,23584.0,23350.0,216121.0,214135.0,,,
2006.0,57.0,113.0,25930.0,25345.0,232887.0,227922.0,,,
2007.0,87.0,113.0,27856.0,27044.0,250766.0,243770.0,,,
2008.0,27.0,108.0,27759.0,26836.0,260975.0,252768.0,,,
2009.0,17.0,116.0,26488.0,24754.0,231664.0,216829.0,,,
2010.0,48.0,115.0,24388.0,23631.0,214440.0,208028.0,,,
2011.0,35.0,116.0,25722.0,25243.0,224609.0,220877.0,,,
2012.0,43.0,114.0,28316.0,27564.0,252368.0,245834.0,,,
2013.0,48.0,113.0,30442.0,29786.0,271388.0,265208.0,,,
2014.0,48.0,114.0,32302.0,31887.0,290504.0,287141.0,,,
,,,,,,,,,
"Smárar, Kópavogur",,,,,,,,,
,,,,,,,,,
1994.0,14.0,97.0,7791.0,7352.0,82158.0,77593.0,,,
1995.0,28.0,96.0,8168.0,7616.0,86417.0,80219.0,,,
1996.0,85.0,98.0,7939.0,7342.0,85205.0,78698.0,,,
1997.0,118.0,95.0,7916.0,7396.0,86675.0,81055.0,,,
1998.0,82.0,103.0,8500.0,8226.0,86382.0,83550.0,,,
1999.0,79.0,101.0,9982.0,9863.0,102396.0,101106.0,,,
2000.0,98.0,108.0,11758.0,11055.0,118702.0,111838.0,,,
2001.0,66.0,96.0,12548.0,11678.0,133041.0,123881.0,,,
2002.0,119.0,103.0,13605.0,12672.0,135575.0,126286.0,,,
2003.0,121.0,97.0,13733.0,13535.0,145299.0,143282.0,,,
2004.0,122.0,98.0,15306.0,15173.0,158754.0,157424.0,,,
2005.0,97.0,94.0,20102.0,19939.0,217129.0,215547.0,,,
2006.0,86.0,96.0,22520.0,22214.0,236997.0,233877.0,,,
2007.0,98.0,96.0,24080.0,23610.0,256856.0,251849.0,,,
2008.0,40.0,97.0,25514.0,24511.0,268970.0,258523.0,,,
2009.0,24.0,92.0,22436.0,21973.0,248378.0,243979.0,,,
2010.0,21.0,91.0,20876.0,20212.0,236329.0,228808.0,,,
2011.0,58.0,105.0,23794.0,23135.0,237743.0,231658.0,,,
2012.0,57.0,99.0,25239.0,24931.0,258964.0,255952.0,,,
2013.0,71.0,102.0,27456.0,27040.0,271265.0,267033.0,,,
2014.0,79.0,105.0,30242.0,29921.0,296502.0,293328.0,,,
,,,,,,,,,
"Salir, Kópavogur",,,,,,,,,
,,,,,,,,,
1999.0,30.0,114.0,9890.0,9800.0,87611.0,86886.0,,,
2000.0,74.0,118.0,11833.0,11042.0,102634.0,95583.0,,,
2001.0,126.0,118.0,14360.0,13112.0,123272.0,112450.0,,,
2002.0,233.0,123.0,15378.0,14125.0,126730.0,116276.0,,,
2003.0,212.0,120.0,15738.0,15419.0,132197.0,129589.0,,,
2004.0,193.0,117.0,16936.0,16750.0,145113.0,143508.0,,,
2005.0,116.0,117.0,21868.0,21652.0,188063.0,186304.0,,,
2006.0,74.0,113.0,26006.0,25562.0,231353.0,227458.0,,,
2007.0,110.0,112.0,27991.0,27193.0,252243.0,245387.0,,,
2008.0,36.0,107.0,27325.0,26237.0,257675.0,247564.0,,,
2009.0,50.0,113.0,26269.0,25078.0,234015.0,223672.0,,,
2010.0,39.0,114.0,24933.0,23884.0,222940.0,213781.0,,,
2011.0,61.0,113.0,26894.0,26137.0,240737.0,233942.0,,,
2012.0,75.0,105.0,27062.0,26421.0,261568.0,255617.0,,,
2013.0,109.0,113.0,31749.0,30937.0,283120.0,276101.0,,,
2014.0,99.0,110.0,33940.0,33343.0,309569.0,304098.0,,,
,,,,,,,,,
"Vatnsendahæð (Kórar,Hvörf,Þing), Kópavogur",,,,,,,,,
,,,,,,,,,
2003.0,6.0,119.0,17442.0,17154.0,146311.0,143895.0,,,
2004.0,75.0,124.0,18023.0,17740.0,146452.0,144232.0,,,
2005.0,298.0,124.0,22739.0,22260.0,183097.0,179263.0,,,
2006.0,197.0,118.0,26624.0,26018.0,225704.0,220821.0,,,
2007.0,460.0,118.0,28366.0,27709.0,241807.0,236274.0,,,
2008.0,124.0,127.0,31617.0,30577.0,249278.0,241029.0,,,
2009.0,64.0,126.0,29041.0,27475.0,233120.0,220320.0,,,
2010.0,83.0,123.0,26186.0,25267.0,218680.0,210556.0,,,
2011.0,152.0,121.0,27913.0,27164.0,233750.0,227196.0,,,
2012.0,145.0,120.0,29642.0,28962.0,250842.0,244891.0,,,
2013.0,197.0,108.0,29370.0,28723.0,275238.0,269521.0,,,
2014.0,214.0,122.0,34448.0,33884.0,287226.0,282412.0,,,
,,,,,,,,,
"Norðan Kópavogslækjar (Ekki Lindir, Smárar, Salir, Vatnsendahæð, Lundur), Kópavogur",,,,,,,,,
,,,,,,,,,
1990.0,314.0,90.0,5905.0,5261.0,67666.0,60069.0,,,
1991.0,313.0,90.0,6461.0,5599.0,74215.0,64195.0,,,
1992.0,187.0,88.0,6784.0,6078.0,79367.0,70886.0,,,
1993.0,188.0,87.0,6650.0,5955.0,78531.0,70215.0,,,
1994.0,276.0,94.0,6916.0,6508.0,75703.0,71314.0,,,
1995.0,314.0,93.0,6832.0,6261.0,76653.0,70386.0,,,
1996.0,346.0,94.0,6834.0,6299.0,76104.0,70180.0,,,
1997.0,368.0,94.0,6855.0,6346.0,76080.0,70440.0,,,
1998.0,491.0,93.0,6892.0,6678.0,77367.0,74991.0,,,
1999.0,548.0,92.0,7779.0,7732.0,87304.0,86803.0,,,
2000.0,337.0,96.0,10146.0,9546.0,110161.0,103460.0,,,
2001.0,377.0,97.0,10841.0,10031.0,116974.0,108111.0,,,
2002.0,356.0,94.0,11247.0,10454.0,125203.0,116338.0,,,
2003.0,396.0,97.0,12326.0,12109.0,131749.0,129472.0,,,
2004.0,491.0,97.0,13604.0,13521.0,145549.0,144846.0,,,
2005.0,397.0,92.0,16986.0,16883.0,190320.0,189243.0,,,
2006.0,317.0,94.0,19403.0,19101.0,211777.0,208659.0,,,
2007.0,413.0,95.0,22027.0,21485.0,239003.0,233689.0,,,
2008.0,137.0,99.0,23850.0,23000.0,244442.0,236198.0,,,
2009.0,101.0,106.0,22449.0,21294.0,218860.0,207638.0,,,
2010.0,138.0,98.0,20937.0,20154.0,220807.0,212609.0,,,
2011.0,215.0,104.0,21773.0,21339.0,215665.0,210909.0,,,
2012.0,247.0,97.0,22732.0,22236.0,241320.0,236383.0,,,
2013.0,269.0,98.0,24724.0,24244.0,261586.0,256614.0,,,
2014.0,323.0,99.0,28099.0,27640.0,290329.0,285784.0,,,
,,,,,,,,,
"Sjáland, Garðabær",,,,,,,,,
,,,,,,,,,
2004.0,106.0,125.0,20333.0,19905.0,162651.0,159357.0,,,
2005.0,80.0,132.0,26685.0,26228.0,203367.0,199950.0,,,
2006.0,62.0,127.0,34827.0,33429.0,273324.0,262546.0,,,
2007.0,150.0,115.0,34825.0,33541.0,306186.0,294615.0,,,
2008.0,53.0,115.0,34986.0,33743.0,305822.0,294972.0,,,
2009.0,27.0,125.0,35433.0,33893.0,278142.0,265741.0,,,
2010.0,58.0,118.0,29736.0,29341.0,254018.0,250285.0,,,
2011.0,79.0,119.0,31651.0,31330.0,266174.0,263172.0,,,
2012.0,60.0,110.0,31403.0,30942.0,286640.0,282750.0,,,
2013.0,65.0,116.0,37626.0,37027.0,323191.0,317950.0,,,
2014.0,59.0,118.0,41517.0,41023.0,349985.0,346093.0,,,
,,,,,,,,,
"Akrar, Garðabær",,,,,,,,,
,,,,,,,,,
2006.0,5.0,140.0,41558.0,40339.0,299569.0,291800.0,,,
2007.0,89.0,121.0,31414.0,30654.0,261953.0,256042.0,,,
2008.0,23.0,126.0,36096.0,34666.0,284921.0,273865.0,,,
2009.0,37.0,131.0,29108.0,28486.0,221459.0,216999.0,,,
2010.0,45.0,115.0,25990.0,25555.0,225677.0,222218.0,,,
2011.0,39.0,129.0,30886.0,30573.0,239341.0,236800.0,,,
2012.0,19.0,126.0,33658.0,33410.0,268256.0,266408.0,,,
2013.0,39.0,124.0,36795.0,36391.0,304755.0,301651.0,,,
2014.0,32.0,120.0,38196.0,37754.0,321143.0,317890.0,,,
,,,,,,,,,
"Garðabær, (Ekki Akrar og Sjáland)",,,,,,,,,
,,,,,,,,,
1990.0,33.0,93.0,7065.0,6261.0,77807.0,68935.0,,,
1991.0,39.0,99.0,7735.0,6515.0,81859.0,68665.0,,,
1992.0,34.0,103.0,7751.0,6895.0,77849.0,69086.0,,,
1993.0,48.0,103.0,7914.0,7136.0,79595.0,71603.0,,,
1994.0,71.0,102.0,7835.0,7351.0,79416.0,74535.0,,,
1995.0,54.0,114.0,8265.0,7629.0,76662.0,70850.0,,,
1996.0,71.0,109.0,8069.0,7485.0,77696.0,72042.0,,,
1997.0,69.0,102.0,7998.0,7403.0,81822.0,75676.0,,,
1998.0,67.0,115.0,8817.0,8573.0,80682.0,78376.0,,,
1999.0,85.0,123.0,10390.0,10298.0,91093.0,89993.0,,,
2000.0,126.0,103.0,11703.0,10933.0,115366.0,107569.0,,,
2001.0,110.0,108.0,13015.0,12002.0,123978.0,114261.0,,,
2002.0,87.0,120.0,14529.0,13631.0,125058.0,116929.0,,,
2003.0,130.0,103.0,13546.0,13302.0,135502.0,133182.0,,,
2004.0,138.0,108.0,15898.0,15776.0,150813.0,149797.0,,,
2005.0,93.0,99.0,19642.0,19505.0,203352.0,202081.0,,,
2006.0,88.0,110.0,24702.0,24124.0,227321.0,222176.0,,,
2007.0,130.0,108.0,26070.0,25443.0,243007.0,237378.0,,,
2008.0,36.0,118.0,30016.0,28661.0,254495.0,243064.0,,,
2009.0,30.0,111.0,25877.0,24373.0,239463.0,225852.0,,,
2010.0,24.0,107.0,24126.0,23729.0,227796.0,224713.0,,,
2011.0,53.0,110.0,23818.0,23262.0,222534.0,217676.0,,,
2012.0,85.0,110.0,25364.0,24591.0,237447.0,230242.0,,,
2013.0,74.0,113.0,31962.0,31346.0,281744.0,276640.0,,,
2014.0,89.0,112.0,34648.0,34124.0,314972.0,310652.0,,,
,,,,,,,,,
"Vangur, Hafnarfjörður",,,,,,,,,
,,,,,,,,,
1990.0,59.0,101.0,6420.0,5692.0,65471.0,58058.0,,,
1991.0,44.0,105.0,7478.0,6428.0,73551.0,63244.0,,,
1992.0,37.0,103.0,7759.0,7042.0,77616.0,70158.0,,,
1993.0,32.0,107.0,7886.0,7141.0,75907.0,68456.0,,,
1994.0,54.0,105.0,7467.0,6993.0,75477.0,70795.0,,,
1995.0,51.0,100.0,7219.0,6601.0,74016.0,67665.0,,,
1996.0,62.0,107.0,7474.0,6897.0,72168.0,66639.0,,,
1997.0,52.0,105.0,7317.0,6771.0,72265.0,66955.0,,,
1998.0,102.0,110.0,7696.0,7446.0,72961.0,70574.0,,,
1999.0,74.0,99.0,7865.0,7797.0,82794.0,82042.0,,,
2000.0,66.0,100.0,9868.0,9272.0,102146.0,96027.0,,,
2001.0,50.0,106.0,10875.0,10025.0,107891.0,99487.0,,,
2002.0,69.0,107.0,11431.0,10545.0,111045.0,102447.0,,,
2003.0,65.0,111.0,12292.0,12112.0,114845.0,113122.0,,,
2004.0,72.0,111.0,13606.0,13548.0,127547.0,127041.0,,,
2005.0,65.0,105.0,17108.0,17056.0,168559.0,168081.0,,,
2006.0,55.0,114.0,19761.0,19522.0,176703.0,174729.0,,,
2007.0,68.0,109.0,20881.0,20447.0,197869.0,193491.0,,,
2008.0,25.0,101.0,20968.0,20335.0,219377.0,213268.0,,,
2009.0,9.0,100.0,20324.0,18829.0,210399.0,196537.0,,,
2010.0,16.0,105.0,19653.0,18917.0,188484.0,181997.0,,,
2011.0,23.0,113.0,20798.0,20370.0,189882.0,185431.0,,,
2012.0,41.0,115.0,22021.0,21407.0,196273.0,190572.0,,,
2013.0,40.0,124.0,23619.0,22972.0,198244.0,192739.0,,,
2014.0,37.0,120.0,26750.0,26173.0,234899.0,229624.0,,,
,,,,,,,,,
"Álfaskeið, Hafnarfjörður",,,,,,,,,
,,,,,,,,,
1994.0,5.0,87.0,6100.0,5727.0,72868.0,69023.0,,,
1995.0,26.0,100.0,6763.0,6245.0,71108.0,65694.0,,,
1996.0,28.0,89.0,6113.0,5632.0,73100.0,67478.0,,,
1997.0,26.0,93.0,6064.0,5620.0,69403.0,64556.0,,,
1998.0,29.0,100.0,6735.0,6465.0,69952.0,67109.0,,,
1999.0,37.0,94.0,7132.0,7096.0,80408.0,80140.0,,,
2000.0,31.0,101.0,9480.0,8892.0,97366.0,91410.0,,,
2001.0,21.0,98.0,10017.0,9306.0,108287.0,100452.0,,,
2002.0,35.0,109.0,10750.0,9933.0,103686.0,95824.0,,,
2003.0,23.0,97.0,10740.0,10573.0,116712.0,114956.0,,,
2004.0,38.0,113.0,13099.0,13075.0,120803.0,120485.0,,,
2005.0,37.0,99.0,15369.0,15305.0,161051.0,160453.0,,,
2006.0,34.0,93.0,16647.0,16281.0,183250.0,179647.0,,,
2007.0,37.0,105.0,20091.0,19466.0,198223.0,192501.0,,,
2008.0,11.0,91.0,19151.0,18197.0,217540.0,206919.0,,,
2009.0,3.0,70.0,19400.0,19398.0,276278.0,276249.0,,,
2010.0,8.0,109.0,17328.0,16794.0,160592.0,156421.0,,,
2011.0,18.0,112.0,20622.0,20051.0,195551.0,189524.0,,,
2012.0,11.0,98.0,18192.0,17275.0,188462.0,180475.0,,,
2013.0,18.0,103.0,20557.0,20113.0,204959.0,201462.0,,,
2014.0,28.0,113.0,23841.0,23524.0,217542.0,214937.0,,,
,,,,,,,,,
"Hraun, Hafnarfjörður",,,,,,,,,
,,,,,,,,,
1990.0,23.0,99.0,6170.0,5483.0,64773.0,56885.0,,,
1991.0,24.0,94.0,6510.0,5664.0,71739.0,62193.0,,,
1992.0,15.0,88.0,6898.0,6175.0,81997.0,73500.0,,,
1993.0,19.0,82.0,6245.0,5754.0,77780.0,71515.0,,,
1994.0,20.0,94.0,6634.0,6228.0,76405.0,71796.0,,,
1995.0,25.0,96.0,6590.0,6020.0,74074.0,67717.0,,,
1996.0,27.0,88.0,6208.0,5774.0,76635.0,71217.0,,,
1997.0,39.0,94.0,6486.0,6006.0,74588.0,69260.0,,,
1998.0,33.0,92.0,6589.0,6382.0,75805.0,73479.0,,,
1999.0,37.0,91.0,7532.0,7473.0,87926.0,87316.0,,,
2000.0,37.0,102.0,9880.0,9194.0,104048.0,96666.0,,,
2001.0,29.0,108.0,11059.0,10192.0,107756.0,98913.0,,,
2002.0,39.0,96.0,10562.0,9831.0,116382.0,108414.0,,,
2003.0,35.0,99.0,11251.0,11053.0,119630.0,117567.0,,,
2004.0,37.0,100.0,12285.0,12232.0,130402.0,130037.0,,,
2005.0,44.0,92.0,14785.0,14704.0,169091.0,168167.0,,,
2006.0,27.0,96.0,17939.0,17646.0,190795.0,187593.0,,,
2007.0,56.0,95.0,21497.0,20827.0,235372.0,227793.0,,,
2008.0,20.0,87.0,22356.0,21716.0,260096.0,252720.0,,,
2009.0,6.0,106.0,20583.0,19030.0,197840.0,182510.0,,,
2010.0,11.0,116.0,21565.0,21133.0,189669.0,184989.0,,,
2011.0,20.0,117.0,21414.0,20657.0,189483.0,182718.0,,,
2012.0,12.0,90.0,18228.0,17531.0,205198.0,196392.0,,,
2013.0,18.0,114.0,21730.0,21155.0,206996.0,201633.0,,,
2014.0,15.0,88.0,20133.0,19728.0,237389.0,231829.0,,,
,,,,,,,,,
"Ás, Hafnarfjörður",,,,,,,,,
,,,,,,,,,
2000.0,53.0,128.0,14077.0,13065.0,114528.0,104562.0,,,
2001.0,90.0,111.0,12727.0,11500.0,115634.0,104301.0,,,
2002.0,108.0,104.0,13239.0,12056.0,128541.0,117015.0,,,
2003.0,74.0,103.0,14252.0,13934.0,140093.0,136999.0,,,
2004.0,53.0,109.0,16630.0,16598.0,155617.0,155433.0,,,
2005.0,65.0,100.0,20048.0,19925.0,201288.0,200170.0,,,
2006.0,42.0,96.0,21088.0,20752.0,220870.0,217353.0,,,
2007.0,75.0,102.0,23787.0,23024.0,233595.0,226469.0,,,
2008.0,31.0,97.0,25410.0,24037.0,260844.0,247907.0,,,
2009.0,10.0,111.0,28350.0,25967.0,255316.0,233540.0,,,
2010.0,18.0,99.0,22576.0,21690.0,229349.0,220379.0,,,
2011.0,41.0,104.0,24591.0,23927.0,236820.0,230469.0,,,
2012.0,72.0,105.0,26010.0,25579.0,247669.0,243333.0,,,
2013.0,35.0,104.0,25531.0,25102.0,248504.0,244559.0,,,
2014.0,69.0,99.0,28188.0,27774.0,286612.0,282583.0,,,
,,,,,,,,,
"Berg, Hafnarfjörður",,,,,,,,,
,,,,,,,,,
1994.0,7.0,107.0,8493.0,8033.0,84003.0,79840.0,,,
1995.0,9.0,128.0,8597.0,7875.0,73012.0,66381.0,,,
1996.0,19.0,106.0,8112.0,7512.0,83073.0,77195.0,,,
1997.0,19.0,94.0,7805.0,7380.0,87453.0,82976.0,,,
1998.0,30.0,111.0,8797.0,8572.0,82687.0,80469.0,,,
1999.0,48.0,129.0,10649.0,10521.0,85989.0,85141.0,,,
2000.0,30.0,96.0,10630.0,10071.0,115391.0,109307.0,,,
2001.0,32.0,93.0,11282.0,10513.0,127036.0,117990.0,,,
2002.0,34.0,113.0,13214.0,12282.0,120552.0,111950.0,,,
2003.0,31.0,96.0,13017.0,12810.0,140754.0,138601.0,,,
2004.0,38.0,104.0,14599.0,14570.0,149868.0,149329.0,,,
2005.0,30.0,103.0,20205.0,20054.0,202684.0,201430.0,,,
2006.0,26.0,99.0,20783.0,20247.0,216168.0,210770.0,,,
2007.0,44.0,113.0,26673.0,25686.0,242143.0,233847.0,,,
2008.0,5.0,125.0,29580.0,28665.0,242960.0,236354.0,,,
2009.0,3.0,96.0,20600.0,19944.0,221188.0,214283.0,,,
2010.0,13.0,107.0,22069.0,21208.0,209791.0,200897.0,,,
2011.0,23.0,113.0,23503.0,22835.0,218730.0,211756.0,,,
2012.0,16.0,98.0,22861.0,22352.0,238648.0,233652.0,,,
2013.0,15.0,94.0,24188.0,23377.0,263383.0,255711.0,,,
2014.0,29.0,105.0,27346.0,26936.0,267287.0,263236.0,,,
,,,,,,,,,
"Vellir, Hafnarfjörður",,,,,,,,,
,,,,,,,,,
2003.0,53.0,99.0,13463.0,13287.0,137809.0,136166.0,,,
2004.0,256.0,106.0,14877.0,14630.0,142514.0,140181.0,,,
2005.0,209.0,101.0,18961.0,18436.0,189503.0,184369.0,,,
2006.0,202.0,107.0,21703.0,21329.0,203183.0,199729.0,,,
2007.0,248.0,111.0,24170.0,23608.0,220480.0,215403.0,,,
2008.0,65.0,102.0,24037.0,23137.0,238613.0,230095.0,,,
2009.0,43.0,107.0,24795.0,23491.0,233222.0,221698.0,,,
2010.0,44.0,104.0,22065.0,21386.0,214432.0,207686.0,,,
2011.0,66.0,105.0,22515.0,21809.0,218346.0,211432.0,,,
2012.0,72.0,105.0,24153.0,23308.0,232448.0,224128.0,,,
2013.0,103.0,102.0,23867.0,23361.0,237445.0,232609.0,,,
2014.0,115.0,98.0,25477.0,25054.0,264304.0,259959.0,,,
,,,,,,,,,
Seltjarnarnes,,,,,,,,,
,,,,,,,,,
1990.0,40.0,94.0,6826.0,6067.0,74877.0,66218.0,,,
1991.0,57.0,92.0,7208.0,6289.0,81129.0,70712.0,,,
1992.0,42.0,94.0,7465.0,6709.0,80482.0,72451.0,,,
1993.0,32.0,84.0,6964.0,6362.0,84879.0,77729.0,,,
1994.0,74.0,112.0,8572.0,8095.0,81025.0,76661.0,,,
1995.0,94.0,98.0,7607.0,7028.0,81331.0,75231.0,,,
1996.0,62.0,108.0,7688.0,7211.0,73630.0,68904.0,,,
1997.0,81.0,105.0,7691.0,7161.0,76780.0,71489.0,,,
