Sveitarfélagsnúmer,Heiti sveitarfélags,Fjöldi íbúða
7610.0,Fáskrúðsfjarðarhreppur,35.0
7611.0,Búðahreppur,253.0
7612.0,Stöðvarhreppur,109.0
7613.0,Breiðdalshreppur,126.0
7617.0,Djúpavogshreppur,208.0
7701.0,Bæjarhreppur,27.0
7705.0,Borgarhafnarhreppur,45.0
7706.0,Hofshreppur,41.0
7707.0,Hornafjarðarbær,721.0
8000.0,Vestmannaeyjar,1609.0
8100.0,Selfoss,1480.0
8508.0,Mýrdalshreppur,201.0
8509.0,Skaftárhreppur,220.0
8601.0,Austur-Eyjafjallahreppur,50.0
8602.0,Vestur-Eyjafjallahreppur,66.0
8603.0,Austur-Landeyjahreppur,52.0
8604.0,Vestur-Landeyjahreppur,45.0
8605.0,Fljótshlíðarhreppur,65.0
8606.0,Hvolhreppur,272.0
8607.0,Rangárvallahreppur,285.0
8610.0,Ásahreppur,54.0
8611.0,Djúpárhreppur,75.0
8612.0,Holta- og Landsveit,131.0
8701.0,Gaulverjabæjarhreppur,41.0
8702.0,Stokkseyrarhreppur,195.0
8703.0,Eyrarbakkahreppur,220.0
8704.0,Sandvíkurhreppur,32.0
8706.0,Hraungerðishreppur,59.0
8707.0,Villingaholtshreppur,59.0
8708.0,Skeiðahreppur,77.0
8709.0,Gnúpverjahreppur,109.0
8710.0,Hrunamannahreppur,221.0
8711.0,Biskupstungnahreppur,178.0
8712.0,Laugardalshreppur,89.0
8713.0,Grímsneshreppur,127.0
8714.0,Þingvallahreppur,12.0
8715.0,Grafningshreppur,17.0
8716.0,Hveragerði,633.0
8717.0,Ölfushreppur,530.0
,,
,Alls,99628.0
