,"* Meðalverð,meðalbyggingarár og meðalstærð ekki birt nema fyrir 3 eða fleiri samninga",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,** Staðalfrávik ekki birt nema fyrir 5 eða fleiri samninga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stúdíó íbúð,,,,,2. herbergja,,,,,3. herbergja,,,,,4. herbergja,,,,,5 herbergja,,,,,6+  herbergja,,,,
Ár,Staður,Meðalverð1,Staðalfrávik1,Meðal byggingarár1,Meðal stærð1,Fjöldi samninga1,Meðalverð2,Staðalfrávik2,Meðal byggingarár2,Meðal stærð2,Fjöldi samninga2,Meðalverð3,Staðalfrávik3,Meðal byggingarár3,Meðal stærð3,Fjöldi samninga3,Meðalverð4,Staðalfrávik4,Meðal byggingarár4,Meðal stærð4,Fjöldi samninga4,Meðalverð5,Staðalfrávik5,Meðal byggingarár5,Meðal stærð5,Fjöldi samninga5,Meðalverð6,Staðalfrávik6,Meðal byggingarár6,Meðal stærð6,Fjöldi samninga6
2014.0,"Reykjavík, vestan Kringlumýrarbrautar og Seltjarnarnes",2820.82980147963,894.321561539739,1941.0,35.1047619047619,84.0,2318.28120830906,612.514584804376,1945.0,54.9188976377953,635.0,2035.64579547256,498.447491298918,1946.0,75.6454175152749,491.0,1837.5473130367,485.749716975261,1948.0,95.5096774193548,155.0,1431.69209747797,416.456851514863,1949.0,117.1625,16.0,1932.30288894911,-,1941.0,145.6,4.0
2014.0,Reykjavík milli Kringlumýrarbrautar og Reykjanesbrautar,2595.64256954116,632.353836492909,1971.0,33.9688524590164,61.0,2093.67764927658,484.243642544418,1961.0,57.321146953405,279.0,1817.31650350045,434.411593720866,1961.0,81.3801843317972,217.0,1648.03551422309,378.395533825897,1961.0,104.375,104.0,1508.00060555689,342.087236016135,1959.0,148.013333333333,15.0,865.608295920721,-,1975.0,246.9,3.0
2014.0,Kópavogur,2422.86657225259,850.557870330501,1980.0,37.8,30.0,2018.80436268117,438.108148340047,1981.0,61.5765517241379,145.0,1759.36484747295,313.571780267519,1988.0,90.8740740740741,189.0,1491.92947595702,343.938722715648,1989.0,119.692929292929,99.0,1482.10366921753,312.470000539515,1991.0,149.50625,16.0,-,-,-,-,0.0
2014.0,"Garðabær, Hafnarfjörður og Álftanes",2666.85268174007,836.431146171043,1967.0,35.4263157894737,19.0,1951.21066946608,424.165358883083,1979.0,65.0930107526882,186.0,1676.62287143589,314.453774578229,1989.0,89.9840255591054,313.0,1498.29168276934,273.619172443254,1991.0,114.681751824818,137.0,1197.09778511475,326.856488519724,1988.0,169.089655172414,29.0,1172.44368557506,328.790911617292,1971.0,194.777777777778,9.0
2014.0,"Grafarvogur, Grafarholt, Árbær, Norðlingaholt og Úlfarsárdalur ",2398.40542985012,530.114810457999,1990.0,39.5958333333333,24.0,2000.10762484644,411.600189990157,1989.0,65.2936781609195,174.0,1729.9580657209,293.555109940308,1997.0,90.7158798283262,233.0,1561.20660570415,292.009668807942,1993.0,110.478294573643,129.0,1523.93442392141,356.625954181784,1997.0,135.93125,16.0,1324.20535276036,507.613801549189,1990.0,160.783333333333,6.0
2014.0,Breiðholt,2143.60331977404,609.290650910098,1977.0,43.96,25.0,1900.40954615644,382.908209763202,1975.0,61.297987804878,164.0,1683.02426024445,296.093251784243,1974.0,83.3514285714286,175.0,1545.2593982029,277.703628626789,1974.0,105.374444444444,90.0,1325.18597570312,275.192056341572,1976.0,136.592857142857,14.0,1094.49150308876,-,1976.0,165.925,4.0
2014.0,Kjalarnes og Mosfellsbær,2180.68738031212,401.272236634057,1986.0,40.84,5.0,1813.91379403834,417.82934510268,1993.0,64.9864864864865,37.0,1629.80948698716,345.454205140522,1992.0,83.5388888888889,36.0,1362.23738808248,288.707961117473,1994.0,121.397142857143,35.0,1203.03500781374,212.628705588862,1992.0,163.261538461538,13.0,1036.41521065672,-,1981.0,178.3,3.0
2014.0,Suðurnes nema Reykjanesbær,-,-,-,-,0.0,1246.87306098027,286.640587382008,1992.0,71.8727272727273,22.0,1155.98169888795,213.46360787516,1992.0,94.4473684210526,57.0,981.843938503161,233.819943704201,1985.0,125.794736842105,57.0,858.732965394009,230.116885688903,1979.0,163.093103448276,29.0,791.96180623622,-,1952.0,178.675,4.0
2014.0,Reykjanesbær,-,-,-,-,2.0,1340.54000059496,245.975174351745,1983.0,63.7574107142857,112.0,1170.64141027125,197.837344774656,1979.0,86.3073684210526,190.0,1040.20553281332,207.594939968392,1993.0,123.530714285714,140.0,943.478165359453,201.013273143124,1981.0,151.18,25.0,819.008996435411,158.202353034058,1956.0,222.14,5.0
2014.0,Vesturland nema Akranes,-,-,-,-,0.0,1139.02479585728,121.409845765253,1990.0,66.628,25.0,1027.64393187068,220.662346677505,1974.0,89.6136363636364,22.0,878.955788438199,133.13134210153,1994.0,131.436363636364,33.0,804.563290150393,226.433325677384,1979.0,144.525925925926,27.0,394.6003822501,-,1941.0,236.6,4.0
2014.0,Akranes,-,-,-,-,2.0,1362.97285195409,227.953175055875,1982.0,68.6878048780488,41.0,1169.41621129322,189.299742938066,1976.0,92.5214285714286,70.0,1098.3783486162,180.213174142315,1982.0,115.6625,40.0,-,-,-,-,2.0,-,-,-,-,0.0
2014.0,Vestfirðir,-,-,-,-,1.0,1083.22480974729,267.609107418079,1943.0,63.73,10.0,901.118208702403,202.694206470658,1955.0,90.2076923076923,26.0,755.320193548917,107.988360907406,1971.0,120.281818181818,11.0,705.331317725953,159.378493011577,1965.0,157.32,10.0,611.972053189092,-,1934.0,203.6,3.0
