Sveitarfélagsnúmer,Heiti sveitarfélags,Fjöldi íbúða
8604.0,Vestur-Landeyjahreppur,46.0
8605.0,Fljótshlíðarhreppur,66.0
8606.0,Hvolhreppur,268.0
8607.0,Rangárvallahreppur,283.0
8610.0,Ásahreppur,61.0
8611.0,Djúpárhreppur,78.0
8612.0,Holta- og Landsveit,147.0
8701.0,Gaulverjabæjarhreppur,40.0
8702.0,Stokkseyrarhreppur,194.0
8703.0,Eyrarbakkahreppur,208.0
8704.0,Sandvíkurhreppur,32.0
8706.0,Hraungerðishreppur,60.0
8707.0,Villingaholtshreppur,60.0
8708.0,Skeiðahreppur,75.0
8709.0,Gnúpverjahreppur,109.0
8710.0,Hrunamannahreppur,213.0
8711.0,Biskupstungnahreppur,173.0
8712.0,Laugardalshreppur,89.0
8713.0,Grímsneshreppur,124.0
8714.0,Þingvallahreppur,12.0
8715.0,Grafningshreppur,19.0
8716.0,Hveragerði,628.0
8717.0,Ölfushreppur,532.0
,,
,Alls,98241.0
