Skipting einstaklingar/lögaðilar,,,,,,,
Sveitarfélagsnúmer,Sveitarfélag,Tegund eiganda,Lögheimili í sama sveitarfélagi,Lögheimili á höfuðborgarsvæðinu,Lögheimili á landsbyggðinni,Annað lögheimili*,Hlutir íbúðarhúsnæðis
6607.0,Skútustaðahreppur,Einstaklingur,0.6092190457142856,0.04742190285714286,0.08485104571428571,0.012476194285714285,0.7539681885714286
,,Lögaðili,0.15428571428571428,0.07946038285714285,0.012285714285714285,0.0,0.24603181142857145
6611.0,Tjörneshreppur,Einstaklingur,0.81250003125,0.0078125,0.16406246875,0.015625,1.0
,,Lögaðili,0.0,0.0,0.0,0.0,0.0
6612.0,Þingeyjarsveit,Einstaklingur,0.647626526431718,0.05660551101321586,0.0945877665198238,0.01315134140969163,0.8119711453744494
,,Lögaðili,0.07440925110132159,0.0908590308370044,0.02276057268722467,0.0,0.18802885462555066
6706.0,Svalbarðshreppur,Einstaklingur,0.6979180127340241,0.030808363749131526,0.17070757244763685,0.006815873985539751,0.9062498229163322
,,Lögaðili,0.09375017708366783,0.0,0.0,0.0,0.09375017708366783
6709.0,Langanesbyggð,Einstaklingur,0.613158598334038,0.12179392692825029,0.06318972151939628,0.020406141046749433,0.8185483878284339
,,Lögaðili,0.06357526990493843,0.10020161249918705,0.017674729767440608,0.0,0.18145161217156608
7000.0,Seyðisfjarðarkaupstaður,Einstaklingur,0.7212121233976125,0.04130050315545607,0.022386363704201103,0.03434343343740434,0.819242423694674
,,Lögaðili,0.106666666989899,0.061969697157483926,0.012121212157943068,0.0,0.180757576305326
7300.0,Fjarðarbyggð,Einstaklingur,0.7110378682948847,0.030908097254819755,0.02629934842379185,0.0173225655479731,0.7855678795214693
,,Lögaðili,0.06445773179498004,0.14664390174660802,0.0030742956341007974,0.0002561913028417331,0.2144321204785306
7502.0,Vopnafjarðarhreppur,Einstaklingur,0.8027180275862069,0.035042086206896556,0.022239886206896552,0.007586206896551725,0.8675862068965517
,,Lögaðili,0.0746551724137931,0.05086206896551724,0.006896551724137931,0.0,0.13241379310344828
7505.0,Fljótsdalshreppur,Einstaklingur,0.596246625,0.038274999999999997,0.09881172499999999,0.04166665,0.775
,,Lögaðili,0.025,0.2,0.0,0.0,0.225
7509.0,Borgarfjarðarhreppur,Einstaklingur,0.45547599972095404,0.12311005460908216,0.17800512594166232,0.016135655987793887,0.7727268362594923
,,Lögaðili,0.15056847097808632,0.06363648584734213,0.013068206915079188,0.0,0.22727316374050763
7613.0,Breiðdalshreppur,Einstaklingur,0.5677685856567176,0.09161747782450451,0.08854782498268059,0.012396694009972,0.7603305824738746
,,Lögaðili,0.16528925346629333,0.074380164059832,0.0,0.0,0.23966941752612533
7617.0,Djúpavogshreppur,Einstaklingur,0.7198512058128202,0.09718510182531015,0.034221084104744455,0.019383301730477642,0.8706406934733525
,,Lögaðili,0.06411480185894648,0.050358827579508346,0.014354060117674587,0.000531616970518196,0.1293593065266476
7620.0,Fljótsdalshérað,Einstaklingur,0.7336076637332583,0.017882243236729982,0.03267206745241965,0.012454131999336832,0.7966161064217446
,,Lögaðili,0.08372056278746585,0.1159596274287743,0.003703703362015121,0.0,0.2033838935782553
7708.0,Sveitarfélagið Hornafjörður,Einstaklingur,0.7936132291184627,0.03438114809997712,0.010962742731750902,0.009768608021563844,0.8487257279717546
,,Lögaðili,0.10151699041446237,0.046116504910335566,0.0036407767034475447,0.0,0.15127427202824548
8000.0,Vestmannaeyjar,Einstaklingur,0.8471741162279849,0.04255723484782479,0.013932302212771678,0.009405536385698764,0.9130691896742801
,,Lögaðili,0.05558840932392976,0.030751034945152637,0.0005913660566375507,0.0,0.08693081032571995
8200.0,Sveitarfélagið Árborg,Einstaklingur,0.745583941114633,0.044060700930781134,0.03803229024281767,0.016711306676165445,0.8443882389643972
,,Lögaðili,0.06468542524966343,0.08744862475101128,0.0034777110349281416,0.0,0.15561176103560284
8508.0,Mýrdalshreppur,Einstaklingur,0.6274801636237586,0.17258327152449737,0.02818782023628763,0.021225469664940804,0.8494767250494845
,,Lögaðili,0.11278057250378253,0.03071757143741194,0.0044843169981623274,0.0025408140111587746,0.15052327495051557
8509.0,Skaftárhreppur,Einstaklingur,0.6197445495231638,0.11280141563479332,0.03772509157175859,0.0065314911534537085,0.7768025478831694
,,Lögaðili,0.13941395515943278,0.07477451878993567,0.009008978167462128,0.0,0.2231974521168306
8610.0,Ásahreppur,Einstaklingur,0.5895953757225434,0.07514450867052024,0.057803468208092484,0.011560693641618497,0.7341040462427746
,,Lögaðili,0.057803468208092484,0.17341040462427745,0.03468208092485549,0.0,0.2658959537572254
8613.0,Rangárþing eystra,Einstaklingur,0.6695322844783624,0.09143477287392542,0.04482666257515492,0.010582243024800314,0.8163759629522431
,,Lögaðili,0.1155523287725207,0.06552805413522242,0.0025436541400137044,0.0,0.18362403704775682
8614.0,Rangárþing ytra,Einstaklingur,0.7123270778810438,0.09174455777579152,0.02982430923913353,0.019193308727935534,0.8530892536239044
,,Lögaðili,0.05760645734550492,0.0841121782251823,0.005192110805408515,0.0,0.14691074637609572
8710.0,Hrunamannahreppur,Einstaklingur,0.7236448295304049,0.0974624182958647,0.02422125835391724,0.008650530974262487,0.8539790371544492
,,Lögaðili,0.09325272390254961,0.05276823894300117,0.0,0.0,0.1460209628455508
8716.0,Hveragerðisbær,Einstaklingur,0.6489585488180885,0.04251113463514902,0.03651935457348407,0.024323397738951695,0.7523124357656732
,,Lögaðili,0.04360226104830421,0.20349434737923947,0.0005909558067831448,0.0,0.24768756423432683
8717.0,Sveitarfélagið Ölfus,Einstaklingur,0.6654036061026352,0.048871936199722604,0.016319926490984744,0.017845585298196947,0.7484410540915395
,,Lögaðili,0.0911761442441054,0.15622191400832178,0.0027739251040221915,0.0013869625520110957,0.25155894590846045
8719.0,Grímsnes- og Grafningshreppur,Einstaklingur,0.39682507246376814,0.07200368115942028,0.02392486956521739,0.004830917874396135,0.4975845410628019
,,Lögaðili,0.3188405797101449,0.17391304347826086,0.00966183574879227,0.0,0.5024154589371981
8720.0,Skeiða- og Gnúpverjahr.,Einstaklingur,0.6070882808510639,0.07606075744680851,0.047383161702127655,0.0010280851063829788,0.7315602851063829
,,Lögaðili,0.05638297872340425,0.2074468085106383,0.00425531914893617,0.0003546085106382979,0.268439714893617
8721.0,Bláskógabyggð,Einstaklingur,0.5209372653061225,0.13708695918367347,0.03705299546485261,0.01920849433106576,0.7142857142857143
,,Lögaðili,0.0799092970521542,0.2035374149659864,0.0022675736961451248,0.0,0.2857142857142857
8722.0,Flóahreppur,Einstaklingur,0.7438912749446643,0.10520612030124571,0.051286674880634854,0.015200346188741592,0.9155844163152864
,,Lögaðili,0.04329004291523773,0.023809523603380747,0.01731601716609509,0.0,0.08441558368471357
